name,version,install_command,release_date,release_year,old_version,old_release_date,old_release_year,url
ddtrace,1.18.0,pip install ddtrace,2023-08-11,2023,0.5.3,2017-01-23,2017,https://pypi.org/project/ddtrace/
azure-mgmt-network,24.0.0,pip install azure-mgmt-network,2023-07-25,2023,0.20.0rc1,2015-08-24,2015,https://pypi.org/project/azure-mgmt-network/
azure-mgmt-batch,17.1.0,pip install azure-mgmt-batch,2023-07-24,2023,0.30.0rc2,2016-03-31,2016,https://pypi.org/project/azure-mgmt-batch/
azure-mgmt-redis,14.2.0,pip install azure-mgmt-redis,2023-06-21,2023,0.30.0a1,2016-02-19,2016,https://pypi.org/project/azure-mgmt-redis/
azure-mgmt-eventhub,11.0.0,pip install azure-mgmt-eventhub,2023-04-14,2023,0.1.0,2016-10-27,2016,https://pypi.org/project/azure-mgmt-eventhub/
azure-mgmt-datalake-analytics,0.6.0,pip install azure-mgmt-datalake-analytics,2018-06-26,2018,0.1.0,2016-11-14,2016,https://pypi.org/project/azure-mgmt-datalake-analytics/
azure-mgmt-web,7.1.0,pip install azure-mgmt-web,2023-04-20,2023,0.30.0a1,2016-02-19,2016,https://pypi.org/project/azure-mgmt-web/
dbt-core,1.6.0,pip install dbt-core,2023-07-31,2023,0.13.0a1,2019-02-14,2019,https://pypi.org/project/dbt-core/
strip-hints,0.1.10,pip install strip-hints,2021-07-28,2021,0.1.0,2017-09-29,2017,https://pypi.org/project/strip-hints/
azure-mgmt-servicebus,8.2.0,pip install azure-mgmt-servicebus,2023-02-16,2023,0.1.0,2016-10-27,2016,https://pypi.org/project/azure-mgmt-servicebus/
Flask-JWT-Extended,4.5.2,pip install Flask-JWT-Extended,2023-05-26,2023,0.0.1,2016-09-21,2016,https://pypi.org/project/Flask-JWT-Extended/
ansible,8.3.0,pip install ansible,2023-08-15,2023,1.0,2013-02-04,2013,https://pypi.org/project/ansible/
statsd,4.0.1,pip install statsd,2022-11-06,2022,0.1,2011-04-11,2011,https://pypi.org/project/statsd/
cron-descriptor,1.4.0,pip install cron-descriptor,2023-05-19,2023,1.0.0,2016-01-19,2016,https://pypi.org/project/cron-descriptor/
Office365-REST-Python-Client,2.4.3,pip install Office365-REST-Python-Client,2023-07-22,2023,1.0.0,2017-02-14,2017,https://pypi.org/project/Office365-REST-Python-Client/
azure-mgmt-cdn,12.0.0,pip install azure-mgmt-cdn,2022-03-22,2022,0.30.0a1,2016-02-19,2016,https://pypi.org/project/azure-mgmt-cdn/
azure-mgmt-loganalytics,12.0.0,pip install azure-mgmt-loganalytics,2021-11-17,2021,0.1.0,2017-11-01,2017,https://pypi.org/project/azure-mgmt-loganalytics/
azure-mgmt-cognitiveservices,13.5.0,pip install azure-mgmt-cognitiveservices,2023-07-24,2023,0.30.0rc5,2016-06-23,2016,https://pypi.org/project/azure-mgmt-cognitiveservices/
azure-mgmt-recoveryservicesbackup,6.0.0,pip install azure-mgmt-recoveryservicesbackup,2023-05-08,2023,0.1.0,2017-06-05,2017,https://pypi.org/project/azure-mgmt-recoveryservicesbackup/
azure-mgmt-search,9.0.0,pip install azure-mgmt-search,2023-02-16,2023,0.1.0,2016-12-23,2016,https://pypi.org/project/azure-mgmt-search/
azure-mgmt-iothub,2.4.0,pip install azure-mgmt-iothub,2023-04-20,2023,0.1.0,2016-08-12,2016,https://pypi.org/project/azure-mgmt-iothub/
cachelib,0.10.2,pip install cachelib,2023-01-31,2023,0.1,2018-11-28,2018,https://pypi.org/project/cachelib/
ipaddress,1.0.23,pip install ipaddress,2019-10-18,2019,1.0.1,2013-02-04,2013,https://pypi.org/project/ipaddress/
azure-mgmt-eventgrid,10.2.0,pip install azure-mgmt-eventgrid,2022-06-21,2022,0.1.0,2017-08-17,2017,https://pypi.org/project/azure-mgmt-eventgrid/
azure-mgmt-marketplaceordering,1.1.0,pip install azure-mgmt-marketplaceordering,2021-03-18,2021,0.1.0,2018-01-23,2018,https://pypi.org/project/azure-mgmt-marketplaceordering/
apispec,6.3.0,pip install apispec,2023-03-10,2023,0.3.0,2015-10-03,2015,https://pypi.org/project/apispec/
azure-mgmt-applicationinsights,4.0.0,pip install azure-mgmt-applicationinsights,2023-04-20,2023,0.1.0,2018-01-17,2018,https://pypi.org/project/azure-mgmt-applicationinsights/
azure-mgmt-dns,8.1.0,pip install azure-mgmt-dns,2023-06-14,2023,0.30.0rc5,2016-08-01,2016,https://pypi.org/project/azure-mgmt-dns/
azure-loganalytics,0.1.1,pip install azure-loganalytics,2021-11-12,2021,0.1.0,2018-07-11,2018,https://pypi.org/project/azure-loganalytics/
azure-mgmt-advisor,9.0.0,pip install azure-mgmt-advisor,2021-01-04,2021,0.1.0,2017-11-06,2017,https://pypi.org/project/azure-mgmt-advisor/
azure-mgmt-devtestlabs,9.0.0,pip install azure-mgmt-devtestlabs,2021-01-04,2021,1.0.0,2016-09-13,2016,https://pypi.org/project/azure-mgmt-devtestlabs/
azure-mgmt-trafficmanager,1.1.0,pip install azure-mgmt-trafficmanager,2023-06-21,2023,0.30.0rc5,2016-08-09,2016,https://pypi.org/project/azure-mgmt-trafficmanager/
netaddr,0.8.0,pip install netaddr,2020-07-03,2020,0.3.1,2008-07-15,2008,https://pypi.org/project/netaddr/
azure-mgmt-media,10.2.0,pip install azure-mgmt-media,2023-01-17,2023,0.1.0,2016-11-07,2016,https://pypi.org/project/azure-mgmt-media/
azure-mgmt-policyinsights,1.0.0,pip install azure-mgmt-policyinsights,2021-01-04,2021,0.1.0,2018-05-04,2018,https://pypi.org/project/azure-mgmt-policyinsights/
graphql-core,3.2.3,pip install graphql-core,2022-09-23,2022,0.0.1,2015-10-06,2015,https://pypi.org/project/graphql-core/
junit-xml,1.9,pip install junit-xml,2020-02-22,2020,1.0,2013-01-17,2013,https://pypi.org/project/junit-xml/
google-cloud,0.34.0,pip install google-cloud,2018-07-30,2018,0.0.1,2016-08-15,2016,https://pypi.org/project/google-cloud/
azure-mgmt-servicefabric,2.0.0,pip install azure-mgmt-servicefabric,2021-09-06,2021,0.1.0,2017-08-24,2017,https://pypi.org/project/azure-mgmt-servicefabric/
azure-mgmt-managementgroups,1.0.0,pip install azure-mgmt-managementgroups,2021-05-21,2021,0.1.0,2018-05-31,2018,https://pypi.org/project/azure-mgmt-managementgroups/
azure-mgmt-iothubprovisioningservices,1.1.0,pip install azure-mgmt-iothubprovisioningservices,2022-02-07,2022,0.1.0,2018-01-05,2018,https://pypi.org/project/azure-mgmt-iothubprovisioningservices/
mypy-boto3-appflow,1.28.16,pip install mypy-boto3-appflow,2023-08-01,2023,1.14.52.1,2020-08-31,2020,https://pypi.org/project/mypy-boto3-appflow/
pyspnego,0.9.1,pip install pyspnego,2023-06-14,2023,0.1.0b1,2020-07-04,2020,https://pypi.org/project/pyspnego/
yamllint,1.32.0,pip install yamllint,2023-05-22,2023,0.1.0,2016-01-12,2016,https://pypi.org/project/yamllint/
azure-mgmt-billing,6.0.0,pip install azure-mgmt-billing,2021-05-12,2021,0.1.0,2017-05-18,2017,https://pypi.org/project/azure-mgmt-billing/
azure-cosmosdb-table,1.0.6,pip install azure-cosmosdb-table,2019-10-25,2019,0.37.0,2017-10-04,2017,https://pypi.org/project/azure-cosmosdb-table/
azure-mgmt-consumption,10.0.0,pip install azure-mgmt-consumption,2022-06-21,2022,0.1.0,2017-05-18,2017,https://pypi.org/project/azure-mgmt-consumption/
azure-mgmt-relay,1.1.0,pip install azure-mgmt-relay,2021-09-06,2021,0.1.0,2018-02-05,2018,https://pypi.org/project/azure-mgmt-relay/
azure-mgmt-batchai,2.0.0,pip install azure-mgmt-batchai,2018-06-12,2018,0.1.0,2017-10-03,2017,https://pypi.org/project/azure-mgmt-batchai/
azure-mgmt-iotcentral,9.0.0,pip install azure-mgmt-iotcentral,2021-11-11,2021,0.1.0,2018-07-18,2018,https://pypi.org/project/azure-mgmt-iotcentral/
fabric,3.2.1,pip install fabric,2023-08-06,2023,0.0.1,2008-01-12,2008,https://pypi.org/project/fabric/
phonenumbers,8.13.18,pip install phonenumbers,2023-08-04,2023,3.3a1,2011-05-04,2011,https://pypi.org/project/phonenumbers/
apache-airflow-providers-http,4.5.0,pip install apache-airflow-providers-http,2023-07-16,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-http/
marshmallow-sqlalchemy,0.29.0,pip install marshmallow-sqlalchemy,2023-02-27,2023,0.1.0,2015-04-28,2015,https://pypi.org/project/marshmallow-sqlalchemy/
JPype1,1.4.1,pip install JPype1,2022-10-28,2022,0.5.4.3,2013-07-27,2013,https://pypi.org/project/JPype1/
connexion,2.14.2,pip install connexion,2023-01-25,2023,0.1,2015-05-19,2015,https://pypi.org/project/connexion/
omegaconf,2.3.0,pip install omegaconf,2022-12-08,2022,1.0.0,2018-09-03,2018,https://pypi.org/project/omegaconf/
mysqlclient,2.2.0,pip install mysqlclient,2023-06-22,2023,1.3.0,2014-04-28,2014,https://pypi.org/project/mysqlclient/
protobuf3-to-dict,0.1.5,pip install protobuf3-to-dict,2017-02-23,2017,0.1.0,2016-01-27,2016,https://pypi.org/project/protobuf3-to-dict/
einops,0.6.1,pip install einops,2023-04-19,2023,0.1.0,2018-10-30,2018,https://pypi.org/project/einops/
azure-mgmt-datamigration,10.0.0,pip install azure-mgmt-datamigration,2021-08-26,2021,0.1.0,2018-04-20,2018,https://pypi.org/project/azure-mgmt-datamigration/
azure-mgmt-maps,2.0.0,pip install azure-mgmt-maps,2021-05-11,2021,0.1.0,2018-05-07,2018,https://pypi.org/project/azure-mgmt-maps/
spark-nlp,5.0.2,pip install spark-nlp,2023-08-02,2023,1.6.2,2018-09-07,2018,https://pypi.org/project/spark-nlp/
Cerberus,1.3.5,pip install Cerberus,2023-08-09,2023,0.0.1,2012-10-16,2012,https://pypi.org/project/Cerberus/
geoip2,4.7.0,pip install geoip2,2023-05-09,2023,0.1.0,2013-05-13,2013,https://pypi.org/project/geoip2/
Flask-Caching,2.0.2,pip install Flask-Caching,2023-01-12,2023,1.0.0,2016-07-04,2016,https://pypi.org/project/Flask-Caching/
click-didyoumean,0.3.0,pip install click-didyoumean,2021-09-29,2021,0.0.1,2016-03-13,2016,https://pypi.org/project/click-didyoumean/
azure-cosmosdb-nspkg,2.0.2,pip install azure-cosmosdb-nspkg,2017-10-05,2017,2.0.1,2017-10-04,2017,https://pypi.org/project/azure-cosmosdb-nspkg/
parameterized,0.9.0,pip install parameterized,2023-03-27,2023,0.5.0,2016-08-02,2016,https://pypi.org/project/parameterized/
PyPDF2,3.0.1,pip install PyPDF2,2022-12-31,2022,1.15,2012-08-06,2012,https://pypi.org/project/PyPDF2/
commonmark,0.9.1,pip install commonmark,2019-10-04,2019,0.5.0,2014-09-26,2014,https://pypi.org/project/commonmark/
dpath,2.1.6,pip install dpath,2023-05-21,2023,git-unknown,2013-10-05,2013,https://pypi.org/project/dpath/
pika,1.3.2,pip install pika,2023-05-05,2023,0.5,2010-07-01,2010,https://pypi.org/project/pika/
azure-appconfiguration,1.4.0,pip install azure-appconfiguration,2023-02-13,2023,1.0.0b3,2019-09-10,2019,https://pypi.org/project/azure-appconfiguration/
dateparser,1.1.8,pip install dateparser,2023-03-23,2023,0.1.0,2014-11-24,2014,https://pypi.org/project/dateparser/
twine,4.0.2,pip install twine,2022-12-01,2022,1.0.1,2013-09-26,2013,https://pypi.org/project/twine/
maxminddb,2.4.0,pip install maxminddb,2023-06-28,2023,0.1.0,2013-10-02,2013,https://pypi.org/project/maxminddb/
pyTelegramBotAPI,4.13.0,pip install pyTelegramBotAPI,2023-08-20,2023,0.1,2015-06-26,2015,https://pypi.org/project/pyTelegramBotAPI/
pyproject-api,1.5.4,pip install pyproject-api,2023-08-17,2023,0.1.0,2021-10-25,2021,https://pypi.org/project/pyproject-api/
youtube_dl,2021.12.17,pip install youtube_dl,2021-12-16,2021,2012.02.22,2013-02-22,2013,https://pypi.org/project/youtube_dl/
azure-storage-file-share,12.13.0,pip install azure-storage-file-share,2023-07-11,2023,12.0.0b5,2019-10-31,2019,https://pypi.org/project/azure-storage-file-share/
azure-mgmt-reservations,2.3.0,pip install azure-mgmt-reservations,2023-03-20,2023,0.1.0,2017-11-04,2017,https://pypi.org/project/azure-mgmt-reservations/
requests-mock,1.11.0,pip install requests-mock,2023-06-08,2023,bdb7239,2014-06-16,2014,https://pypi.org/project/requests-mock/
youtube-search-python,1.6.6,pip install youtube-search-python,2022-06-23,2022,0.0.1,2020-06-23,2020,https://pypi.org/project/youtube-search-python/
Flask-Session,0.5.0,pip install Flask-Session,2023-05-11,2023,0.1,2014-04-29,2014,https://pypi.org/project/Flask-Session/
gradio,3.40.1,pip install gradio,2023-08-11,2023,0.1.0,2019-02-19,2019,https://pypi.org/project/gradio/
grpclib,0.4.5,pip install grpclib,2023-06-22,2023,0.1.0rc1,2017-11-30,2017,https://pypi.org/project/grpclib/
certbot-dns-google-domains,0.1.11,pip install certbot-dns-google-domains,2023-04-14,2023,0.1.1,2023-02-13,2023,https://pypi.org/project/certbot-dns-google-domains/
langchain,0.0.268,pip install langchain,2023-08-18,2023,0.0.1,2022-10-25,2022,https://pypi.org/project/langchain/
cdk-nag,2.27.107,pip install cdk-nag,2023-08-21,2023,0.0.0,2021-07-20,2021,https://pypi.org/project/cdk-nag/
async_generator,1.10,pip install async_generator,2018-08-01,2018,0.0.1,2016-05-31,2016,https://pypi.org/project/async_generator/
openapi-spec-validator,0.6.0,pip install openapi-spec-validator,2023-07-10,2023,0.0.2,2017-09-06,2017,https://pypi.org/project/openapi-spec-validator/
telegraph,2.2.0,pip install telegraph,2022-10-26,2022,0.9,2016-12-20,2016,https://pypi.org/project/telegraph/
azure-keyvault-certificates,4.7.0,pip install azure-keyvault-certificates,2023-03-16,2023,4.0.0b3,2019-09-11,2019,https://pypi.org/project/azure-keyvault-certificates/
telethon-session-sqlalchemy,0.2.16,pip install telethon-session-sqlalchemy,2020-10-16,2020,0.1.1,2018-03-14,2018,https://pypi.org/project/telethon-session-sqlalchemy/
python-gitlab,3.15.0,pip install python-gitlab,2023-06-09,2023,0.1,2013-07-08,2013,https://pypi.org/project/python-gitlab/
aws-xray-sdk,2.12.0,pip install aws-xray-sdk,2023-04-03,2023,0.91,2017-08-08,2017,https://pypi.org/project/aws-xray-sdk/
ndg-httpsclient,0.5.1,pip install ndg-httpsclient,2018-07-23,2018,0.1.0,2012-01-17,2012,https://pypi.org/project/ndg-httpsclient/
mypy-boto3-s3,1.28.27,pip install mypy-boto3-s3,2023-08-16,2023,0.1.2,2019-11-08,2019,https://pypi.org/project/mypy-boto3-s3/
bitarray,2.8.1,pip install bitarray,2023-08-07,2023,0.1.0,2008-08-16,2008,https://pypi.org/project/bitarray/
aniso8601,9.0.1,pip install aniso8601,2021-03-02,2021,0.48,2013-01-31,2013,https://pypi.org/project/aniso8601/
pytz-deprecation-shim,0.1.0.post0,pip install pytz-deprecation-shim,2020-06-17,2020,0.1.0,2020-06-17,2020,https://pypi.org/project/pytz-deprecation-shim/
azure-cli-telemetry,1.1.0,pip install azure-cli-telemetry,2023-08-01,2023,1.0.0,2018-08-14,2018,https://pypi.org/project/azure-cli-telemetry/
pytest-forked,1.6.0,pip install pytest-forked,2023-02-12,2023,0.2,2017-08-04,2017,https://pypi.org/project/pytest-forked/
pytest-html,3.2.0,pip install pytest-html,2022-10-25,2022,1.0,2015-04-20,2015,https://pypi.org/project/pytest-html/
mashumaro,3.9,pip install mashumaro,2023-08-02,2023,0.1,2018-09-11,2018,https://pypi.org/project/mashumaro/
azure-kusto-data,4.2.0,pip install azure-kusto-data,2023-05-18,2023,0.0.1,2018-03-15,2018,https://pypi.org/project/azure-kusto-data/
types-awscrt,0.19.0,pip install types-awscrt,2023-08-16,2023,0.13.14,2022-08-01,2022,https://pypi.org/project/types-awscrt/
onnxruntime,1.15.1,pip install onnxruntime,2023-06-16,2023,0.1.2,2018-09-21,2018,https://pypi.org/project/onnxruntime/
bytecode,0.14.2,pip install bytecode,2023-05-24,2023,0.0,2016-02-23,2016,https://pypi.org/project/bytecode/
JayDeBeApi,1.2.3,pip install JayDeBeApi,2020-06-12,2020,0.1,2010-08-10,2010,https://pypi.org/project/JayDeBeApi/
google-cloud-kms,2.19.1,pip install google-cloud-kms,2023-08-03,2023,0.1.0,2018-07-20,2018,https://pypi.org/project/google-cloud-kms/
pynamodb,5.5.0,pip install pynamodb,2023-04-26,2023,0.1.5,2014-01-25,2014,https://pypi.org/project/pynamodb/
azure-multiapi-storage,1.2.0,pip install azure-multiapi-storage,2023-06-01,2023,0.0.1,2017-04-07,2017,https://pypi.org/project/azure-multiapi-storage/
types-pytz,2023.3.0.1,pip install types-pytz,2023-08-13,2023,0.1.0,2021-02-02,2021,https://pypi.org/project/types-pytz/
terminaltables,3.1.10,pip install terminaltables,2021-12-07,2021,1.0.0,2014-09-12,2014,https://pypi.org/project/terminaltables/
jdcal,1.4.1,pip install jdcal,2019-04-24,2019,1.0,2011-10-08,2011,https://pypi.org/project/jdcal/
limits,3.5.0,pip install limits,2023-05-16,2023,1.0.0,2015-01-08,2015,https://pypi.org/project/limits/
apache-airflow-providers-amazon,8.5.1,pip install apache-airflow-providers-amazon,2023-08-14,2023,1.0.0b1,2020-11-09,2020,https://pypi.org/project/apache-airflow-providers-amazon/
pytest-rerunfailures,12.0,pip install pytest-rerunfailures,2023-07-05,2023,0.03,2012-12-28,2012,https://pypi.org/project/pytest-rerunfailures/
datadog-api-client,2.15.0,pip install datadog-api-client,2023-07-20,2023,1.0.0b1,2020-10-21,2020,https://pypi.org/project/datadog-api-client/
editables,0.5,pip install editables,2023-07-24,2023,0.1,2020-06-15,2020,https://pypi.org/project/editables/
hatchling,1.18.0,pip install hatchling,2023-06-12,2023,0.8.0,2022-01-09,2022,https://pypi.org/project/hatchling/
lark,1.1.7,pip install lark,2023-07-20,2023,0.10.1,2020-10-13,2020,https://pypi.org/project/lark/
javaproperties,0.8.1,pip install javaproperties,2021-10-05,2021,0.1.0,2016-10-03,2016,https://pypi.org/project/javaproperties/
azure-eventgrid,4.13.0,pip install azure-eventgrid,2023-06-08,2023,0.1.0,2018-01-30,2018,https://pypi.org/project/azure-eventgrid/
grpcio-health-checking,1.57.0,pip install grpcio-health-checking,2023-08-10,2023,1.0.0rc1,2016-07-19,2016,https://pypi.org/project/grpcio-health-checking/
requests-ntlm,1.2.0,pip install requests-ntlm,2023-02-15,2023,0.0.1,2013-01-07,2013,https://pypi.org/project/requests-ntlm/
azureml-core,1.52.0,pip install azureml-core,2023-06-26,2023,0.1.50,2018-09-19,2018,https://pypi.org/project/azureml-core/
hologram,0.0.16,pip install hologram,2023-03-24,2023,0.0.1,2019-08-13,2019,https://pypi.org/project/hologram/
Logbook,1.6.0,pip install Logbook,2023-07-30,2023,0.1,2010-07-25,2010,https://pypi.org/project/Logbook/
marshmallow-dataclass,8.5.14,pip install marshmallow-dataclass,2023-04-27,2023,0.1.0,2019-02-05,2019,https://pypi.org/project/marshmallow-dataclass/
magicattr,0.1.6,pip install magicattr,2022-01-25,2022,0.1.0,2018-06-04,2018,https://pypi.org/project/magicattr/
leather,0.3.4,pip install leather,2021-10-08,2021,0.0.1,2016-05-17,2016,https://pypi.org/project/leather/
py-tgcalls,0.9.7,pip install py-tgcalls,2023-01-09,2023,0.1.0,2021-02-28,2021,https://pypi.org/project/py-tgcalls/
mlflow-skinny,2.6.0,pip install mlflow-skinny,2023-08-15,2023,1.14.0,2021-02-20,2021,https://pypi.org/project/mlflow-skinny/
azure-storage-file,2.1.0,pip install azure-storage-file,2019-08-02,2019,0.37.0,2017-10-05,2017,https://pypi.org/project/azure-storage-file/
oldest-supported-numpy,2023.8.3,pip install oldest-supported-numpy,2023-08-03,2023,0.1,2019-11-26,2019,https://pypi.org/project/oldest-supported-numpy/
asyncio,3.4.3,pip install asyncio,2015-03-10,2015,0.1.1,2013-10-22,2013,https://pypi.org/project/asyncio/
azure-mgmt-sqlvirtualmachine,0.5.0,pip install azure-mgmt-sqlvirtualmachine,2019-11-27,2019,0.1.0,2018-11-27,2018,https://pypi.org/project/azure-mgmt-sqlvirtualmachine/
shortuuid,1.0.11,pip install shortuuid,2022-11-13,2022,0.1,2011-01-08,2011,https://pypi.org/project/shortuuid/
keystoneauth1,5.2.1,pip install keystoneauth1,2023-06-19,2023,0,2015-05-19,2015,https://pypi.org/project/keystoneauth1/
grpcio-reflection,1.57.0,pip install grpcio-reflection,2023-08-10,2023,1.1.0.dev0,2017-01-12,2017,https://pypi.org/project/grpcio-reflection/
azure-mgmt-apimanagement,4.0.0,pip install azure-mgmt-apimanagement,2023-04-20,2023,0.1.0,2019-05-01,2019,https://pypi.org/project/azure-mgmt-apimanagement/
dbt-extractor,0.5.0,pip install dbt-extractor,2023-07-24,2023,0.1.0,2021-06-28,2021,https://pypi.org/project/dbt-extractor/
databricks-api,0.9.0,pip install databricks-api,2023-06-08,2023,0.1.0,2018-10-11,2018,https://pypi.org/project/databricks-api/
minimal-snowplow-tracker,0.0.2,pip install minimal-snowplow-tracker,2018-10-13,2018,0.0.1,2018-07-13,2018,https://pypi.org/project/minimal-snowplow-tracker/
azure-mgmt-hdinsight,9.0.0,pip install azure-mgmt-hdinsight,2021-10-12,2021,0.1.0,2018-08-08,2018,https://pypi.org/project/azure-mgmt-hdinsight/
